ID,time,rater,rating,desc::rater,dim::image,med::audio,med::video,med::image,desc::text,syllables,disfluencies,duration,rate,mean,sd,excursion,min,max,res::hide_ipu_code,res::temp_audio_code,res::recording,res::snippet,res::offset,res::experimentalsequence
HM58,58,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/ZQL.wav,https://youtu.be/xwqhSLq1oyg&t=1736,https://www.francescocangemi.com/isaphen/ZQL.png,i mean i would call it intersubjectivity i'm sure there are lots of other words,22,1,3216,6.84,93,10,24,77,128,02_1724_14.wav,ZQL,02,1724,12,85
HM59,59,1.3,y,HM,no,https://www.francescocangemi.com/isaphen/XOV.wav,https://youtu.be/xwqhSLq1oyg&t=1739,,because if we continued,7,3,1576,4.44,107,9,23,90,129,02_1724_16.wav,XOV,02,1724,15,76
HM60,60,1.3,y,HM,no,https://www.francescocangemi.com/isaphen/PDD.wav,https://youtu.be/xwqhSLq1oyg&t=1743,,as a group we'd build a lot of,8,2,1762,4.54,97,9,24,83,121,02_1724_20.wav,PDD,02,1724,19,46
HM61,61,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/ZJO.wav,https://youtu.be/xwqhSLq1oyg&t=1746,,common knowledge together right and that's gonna change the linguistic practice,19,1,3845,4.94,93,11,24,77,133,02_1724_22.wav,ZJO,02,1724,22,83
HM62,62,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/OGW.wav,https://youtu.be/xwqhSLq1oyg&t=1751,,in a in an interesting way um,9,3,1930,4.66,103,14,38,81,146,02_1724_24.wav,OGW,02,1724,27,42
HM63,63,1.3,y,HM,no,https://www.francescocangemi.com/isaphen/XWH.wav,https://youtu.be/xwqhSLq1oyg&t=1757,,that's gonna go in another direction,11,2,2311,4.76,96,8,18,83,125,02_1724_34.wav,XWH,02,1724,33,78
HM64,64,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/GGO.wav,https://youtu.be/xwqhSLq1oyg&t=1763,,the kind of,3,3,1038,2.89,94,8,18,83,114,02_1724_40.wav,GGO,02,1724,39,20
HM65,65,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/SIE.wav,https://youtu.be/xwqhSLq1oyg&t=1764,,nature of assumed knowledge and that kind of thing,12,1,2436,4.93,92,7,17,82,120,02_1724_42.wav,SIE,02,1724,40,60
HM66,66,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/WXF.wav,https://youtu.be/xwqhSLq1oyg&t=1767,,uh so i just thought i'd throw that out there i guess it it kind of depends on what,20,4,3283,6.09,96,11,27,78,138,02_1724_44.wav,WXF,02,1724,43,73
HM67,67,1.3,z,HM,no,https://www.francescocangemi.com/isaphen/UQG.wav,https://youtu.be/xwqhSLq1oyg&t=1773,,Francesco i suppose,6,3,1404,4.27,88,5,13,77,100,02_1724_50.wav,UQG,02,1724,49,63
HM68,68,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/QJJ.wav,https://youtu.be/xwqhSLq1oyg&t=1775,,um in terms of the linguistic,8,4,2365,3.38,91,4,11,82,102,02_1724_52.wav,QJJ,02,1724,51,53
HM69,69,1.3,y,HM,no,https://www.francescocangemi.com/isaphen/GPX.wav,https://youtu.be/xwqhSLq1oyg&t=1825,,i that's u um i i think both are,9,6,3548,2.54,139,32,87,76,214,02_1823_03.wav,GPX,02,1823,2,24
HM70,70,1.3,y,HM,no,https://www.francescocangemi.com/isaphen/GNE.wav,https://youtu.be/xwqhSLq1oyg&t=1829,,quite interesting i don't want to um,9,4,2141,4.2,102,9,24,88,132,02_1823_05.wav,GNE,02,1823,6,22
HM71,71,1.3,y,HM,no,https://www.francescocangemi.com/isaphen/YDD.wav,https://youtu.be/xwqhSLq1oyg&t=1835,,project anything,5,1,1039,4.81,98,9,24,83,128,02_1823_11.wav,YDD,02,1823,12,79
HM72,72,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/ZRA.wav,https://youtu.be/xwqhSLq1oyg&t=1838,,the goals of the research,6,1,1309,4.58,98,7,16,86,111,02_1823_17.wav,ZRA,02,1823,15,87
HM73,73,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/BGR.wav,https://youtu.be/xwqhSLq1oyg&t=1840,,but uh what was i gonna say,8,2,1287,6.22,101,6,13,82,123,02_1823_19.wav,BGR,02,1823,17,4
HM74,74,1.3,y,HM,no,https://www.francescocangemi.com/isaphen/OMU.wav,https://youtu.be/xwqhSLq1oyg&t=1846,,the reality is is if we plan to meet as four,14,4,3530,3.97,110,18,45,84,160,02_1823_27.wav,OMU,02,1823,23,43
HM75,75,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/TOU.wav,https://youtu.be/xwqhSLq1oyg&t=1858,,i would say that might,5,3,1147,4.36,105,9,23,90,133,02_1823_31.wav,TOU,02,1823,35,62
HM76,76,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/EPR.wav,https://youtu.be/xwqhSLq1oyg&t=1861,,it might be a happy medium,9,0,1475,6.1,99,9,23,83,124,02_1823_35.wav,EPR,02,1823,38,10
HM77,77,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/SEJ.wav,https://youtu.be/xwqhSLq1oyg&t=1864,https://www.francescocangemi.com/isaphen/SEJ.png,cause it won't always be,6,3,1443,4.16,101,16,42,76,144,02_1823_41.wav,SEJ,02,1823,41,58
HM78,78,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/YWE.wav,https://youtu.be/xwqhSLq1oyg&t=1906,,put that way i really like that,8,1,1310,6.11,107,14,37,87,148,02_1902_06.wav,YWE,02,1902,4,81
HM79,79,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/WIR.wav,https://youtu.be/xwqhSLq1oyg&t=1911,,because you're just you're you're taking out one element,13,1,2292,5.67,103,8,16,86,141,02_1902_12.wav,WIR,02,1902,9,72
HM80,80,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/EYW.wav,https://youtu.be/xwqhSLq1oyg&t=1914,,person i should call them people they're people,11,3,1785,6.16,96,17,39,79,156,02_1902_17.wav,EYW,02,1902,12,11
HM81,81,1.3,y,HM,no,https://www.francescocangemi.com/isaphen/ZQO.wav,https://youtu.be/xwqhSLq1oyg&t=1920,https://www.francescocangemi.com/isaphen/ZQO.png,the test subjects,4,3,1445,2.77,106,22,54,80,160,02_1902_23.wav,ZQO,02,1902,18,86
HM82,82,1.3,z,HM,no,https://www.francescocangemi.com/isaphen/FGY.wav,https://youtu.be/xwqhSLq1oyg&t=1925,https://www.francescocangemi.com/isaphen/FGY.png,materials,4,2,1331,3.01,105,15,34,88,142,02_1902_31.wav,FGY,02,1902,23,14
HM83,83,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/GPQ.wav,https://youtu.be/xwqhSLq1oyg&t=1933,,we got a goal orientation of,10,1,1725,5.8,110,14,38,86,141,02_1902_36.wav,GPQ,02,1902,31,23
HM84,84,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/GYL.wav,https://youtu.be/xwqhSLq1oyg&t=1937,,and building common knowledge and but also building knowledge with the,17,3,3851,4.41,107,14,34,84,156,02_1902_40.wav,GYL,02,1902,35,26
HM85,85,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/IPF.wav,https://youtu.be/xwqhSLq1oyg&t=1942,,objects right because there's kind of a,9,1,1845,4.88,100,16,42,80,158,02_1902_42.wav,IPF,02,1902,40,29
HM86,86,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/XVC.wav,https://youtu.be/xwqhSLq1oyg&t=1945,,you know situated cognition or distributed cognition or whatever,21,3,3052,6.88,94,9,16,77,144,02_1902_46.wav,XVC,02,1902,43,77
HM87,87,1.3,y,HM,no,https://www.francescocangemi.com/isaphen/AYW.wav,https://youtu.be/xwqhSLq1oyg&t=1950,https://www.francescocangemi.com/isaphen/AYW.png,and then you introduce someone who's new,10,1,2326,4.3,99,10,21,87,134,02_1902_50.wav,AYW,02,1902,48,3
HM88,88,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/FAI.wav,https://youtu.be/xwqhSLq1oyg&t=1953,,then you've got a cool kind of,7,3,1543,4.54,97,9,24,81,116,02_1902_52.wav,FAI,02,1902,51,12
HM89,89,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/VHR.wav,https://youtu.be/xwqhSLq1oyg&t=1957,,zone of proximal development thing kind of going on,15,0,2494,6.01,95,6,13,81,126,02_1902_56.wav,VHR,02,1902,55,67
